,Unnamed: 0,user_id,retweet_count,reply_count,favorite_count,num_hashtags,num_urls,num_mentions,tweet_length,link_count,num_tweets_y,tweets_frequency,over_50_tweets,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,geo_enabled,label,over_30_followers,num_mentioned
0,0,3610511.0,8.992149165848872,0.0552829571475302,0.0215897939156035,0.150474321229964,0.8904154399738305,0.4988550866862937,96.68596663395486,0.9447170428524696,3057,1.196477495107632,1,braddd,20370,5470,2385,145,52,0.0,0.0,0,1,32
1,1,5656162.0,14.747122762148338,0.0578644501278772,0.0437979539641943,0.1905370843989769,0.0610613810741688,0.6566496163682864,88.66911764705883,0.2563938618925831,3128,1.22426614481409,1,eKoeS,3131,506,381,9,40,0.0,0.0,0,1,14
2,2,5682702.0,35.85718809373021,0.2704243191893603,0.1215959468017732,0.1589613679544015,0.1649778340721976,0.7916402786573781,77.26535782140596,0.2039265357821406,3158,1.2360078277886497,1,tacone_,4024,264,87,323,16,0.0,0.0,0,1,36
3,3,6015122.0,27.97216699801193,0.0417495029821073,0.0019880715705765,0.1108349900596421,0.2604373757455268,0.3727634194831014,62.74353876739563,0.558648111332008,2012,0.7874755381604697,1,PerDiletto,2016,62,64,13,0,0.0,1.0,0,1,3
4,4,6067292.0,19.066171723692705,0.2420916720464816,0.0887669464170432,0.1113621691413815,0.1956100710135571,0.5096836668818593,78.00161394448031,0.2111039380245319,3098,1.2125244618395303,1,alesstar,40586,640,622,1118,32,0.0,1.0,0,1,6
5,5,6134312.0,36.1497461928934,0.1065989847715736,0.0135363790186125,0.1489001692047377,0.3536379018612521,0.4898477157360406,59.8984771573604,0.5651438240270727,1182,0.4626223091976517,1,tmpx,1183,128,168,2,5,0.0,1.0,0,1,3
6,6,6140012.0,9.334998438963472,0.2101155167030908,0.0721198876053699,0.7399313143927568,0.0543240711832656,0.7761473618482673,75.68029971901342,0.0646269122697471,3203,1.2536203522504892,1,crispaol,3603,138,179,53,1,0.0,1.0,0,1,64
7,7,6684602.0,5.470019342359768,0.2111540941328175,0.8852353320438426,0.1550612508059316,0.09284332688588,0.3326885880077369,89.22437137330755,0.0963894261766602,3102,1.2140900195694715,1,Igor99,6194,1062,1770,597,5,0.0,1.0,0,1,179
8,8,7046912.0,14.017667844522968,0.6199807259877931,0.3610664953421137,0.536781239961452,0.2894314166398972,1.5377449405717958,101.94828140057822,0.3581753935110826,3113,1.2183953033268102,1,marcomassarotto,10962,23368,958,590,715,0.0,1.0,0,1,195
9,9,7470952.0,15.014752040175768,0.3848085373509102,0.1101694915254237,0.4312617702448211,0.1782799748901443,1.0530445699937223,99.41148775894538,0.1977401129943503,3186,1.2469667318982387,1,personanormale,10947,760,712,693,27,0.0,1.0,0,1,75
10,10,8072492.0,4.767247639796659,0.0261437908496732,0.0533769063180827,0.0570079883805374,0.022875816993464,0.285039941902687,81.04611474219317,0.1078431372549019,2754,1.0778864970645792,1,alessandraelle,2754,477,218,224,13,0.0,1.0,0,1,7
11,11,8291932.0,3.3082826990725938,0.1304764950431723,0.0342181004157339,0.5065558042852575,0.3105212663895107,0.1746082507195395,58.91781259993604,0.3098816757275344,3127,1.2238747553816047,1,mackley,26713,1390,1177,914,68,0.0,1.0,0,1,11
12,12,8858022.0,279.71930389945214,0.028681920721882,0.0070899129874315,0.235256203673864,0.7147921366419594,0.7631324524653561,83.37447631324525,0.7512085078955849,3103,1.214481409001957,1,pvalente,4111,314,338,47,8,0.0,1.0,0,1,26
13,13,8927532.0,1.660403618649965,0.0528879610299234,0.0020876826722338,0.8691718858733473,0.5093945720250522,0.2178148921363952,58.54349338900487,0.558803061934586,1437,0.562426614481409,1,giacomo_beretta,1441,97,203,25,2,0.0,1.0,0,1,1
14,14,8933252.0,24.57867132867133,0.2814685314685314,0.0454545454545454,0.5064102564102564,0.0437062937062937,0.9656177156177156,81.740675990676,0.0827505827505827,1716,0.6716242661448141,1,decumano,1698,289,1930,45,3,0.0,0.0,0,1,8
15,15,9011502.0,16.202814569536425,0.0335264900662251,0.0798841059602649,0.4879966887417218,0.211092715231788,0.6978476821192053,111.87334437086092,0.7839403973509934,2416,0.94559686888454,1,flaviocopes,2423,842,38,0,49,0.0,0.0,0,1,1
16,16,9351052.0,167.56,0.08,0.0075,0.53,0.3025,0.7675,88.9575,0.4075,400,0.1565557729941291,1,bene83,402,93,78,36,4,0.0,0.0,0,1,1
17,17,9564632.0,4.508169934640523,0.4522875816993464,0.1444444444444444,0.5313725490196078,0.3176470588235294,1.5872549019607842,84.64379084967321,0.3781045751633987,3060,1.197651663405088,1,Moscerina,16935,2242,918,44,124,0.0,1.0,0,1,136
18,18,9939012.0,15.26636999364272,0.0435473617291799,0.0308328035600762,0.3645899554990464,0.9367450731087096,0.7549268912905277,103.31500317863954,1.2666878575969485,3146,1.2313111545988258,1,Lonerunner,9437,689,891,199,37,0.0,1.0,0,1,59
19,19,9993142.0,13.543659043659044,0.2744282744282744,0.0706860706860706,0.674982674982675,0.1053361053361053,1.1250866250866252,103.76992376992376,0.1361746361746361,2886,1.1295499021526418,1,_Annalisa_,3742,505,571,100,3,0.0,0.0,0,1,138
20,20,10492262.0,9.472727272727273,0.1766233766233766,0.0792207792207792,0.7220779220779221,0.0844155844155844,0.8246753246753247,88.51948051948052,0.1155844155844155,770,0.3013698630136986,1,chimelandia,770,81,181,89,2,0.0,1.0,0,1,0
21,21,11176152.0,266.0682451253482,0.059192200557103,0.0090529247910863,0.2674094707520891,0.1149025069637883,0.8864902506963789,87.62604456824512,0.3802228412256267,1436,0.5620352250489237,1,fpassannanti,1430,128,371,204,1,0.0,0.0,0,1,3
